Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-06 11:00:00,357.25,357.5400085449219,356.70001220703125,357.0277099609375,357.0277099609375,144617
2023-11-06 11:15:00,357.0000915527344,357.4800109863281,356.8299865722656,356.8299865722656,356.8299865722656,376379
2023-11-06 11:30:00,356.8399963378906,357.135009765625,356.375,356.5,356.5,662911
2023-11-06 11:45:00,356.489990234375,356.989990234375,356.2300109863281,356.8450012207031,356.8450012207031,403592
2023-11-06 12:00:00,356.79998779296875,356.82000732421875,356.2099914550781,356.2699890136719,356.2699890136719,345165
2023-11-06 12:15:00,356.260009765625,356.5498962402344,356.0199890136719,356.5199890136719,356.5199890136719,474258
2023-11-06 12:30:00,356.489990234375,356.75,355.6700134277344,355.6863098144531,355.6863098144531,539863
2023-11-06 12:45:00,355.67999267578125,355.875,355.2799987792969,355.5400085449219,355.5400085449219,649154
2023-11-06 13:00:00,355.5899963378906,355.5899963378906,354.5799865722656,354.8999938964844,354.8999938964844,576560
2023-11-06 13:15:00,354.8810119628906,355.07000732421875,353.80999755859375,354.57000732421875,354.57000732421875,754670
2023-11-06 13:30:00,354.5299987792969,355.3999938964844,354.3599853515625,355.31988525390625,355.31988525390625,453086
2023-11-06 13:45:00,355.2900085449219,355.8999938964844,354.94000244140625,355.8900146484375,355.8900146484375,432595
2023-11-06 14:00:00,355.9200134277344,356.0,354.7799987792969,354.82000732421875,354.82000732421875,487286
2023-11-06 14:15:00,354.80999755859375,355.45001220703125,354.7799987792969,355.2099914550781,355.2099914550781,337568
2023-11-06 14:30:00,355.1700134277344,355.80999755859375,354.9700012207031,355.6000061035156,355.6000061035156,603473
2023-11-06 14:45:00,355.5899963378906,355.9800109863281,355.4393005371094,355.75,355.75,331647
2023-11-06 15:00:00,355.7699890136719,355.989990234375,355.4800109863281,355.70440673828125,355.70440673828125,430459
2023-11-06 15:15:00,355.7200012207031,355.7900085449219,355.29998779296875,355.57000732421875,355.57000732421875,435663
2023-11-06 15:30:00,355.5799865722656,355.7300109863281,355.0199890136719,355.1300048828125,355.1300048828125,496955
2023-11-06 15:45:00,355.1000061035156,356.6700134277344,355.0799865722656,356.6400146484375,356.6400146484375,1739220
2023-11-07 09:30:00,359.3999938964844,359.75,357.6300048828125,358.37530517578125,358.37530517578125,2569959
2023-11-07 09:45:00,358.3699951171875,359.29998779296875,357.8500061035156,359.2799987792969,359.2799987792969,1246374
2023-11-07 10:00:00,359.2699890136719,359.94000244140625,358.8999938964844,359.1199951171875,359.1199951171875,812154
2023-11-07 10:15:00,359.1199951171875,360.5899963378906,358.739990234375,360.54998779296875,360.54998779296875,1181055
2023-11-07 10:30:00,360.5450134277344,360.7731018066406,359.94500732421875,360.55218505859375,360.55218505859375,713039
2023-11-07 10:45:00,360.5799865722656,362.0799865722656,360.5799865722656,361.44000244140625,361.44000244140625,1307647
2023-11-07 11:00:00,361.43499755859375,361.8699951171875,360.92999267578125,361.760009765625,361.760009765625,568808
2023-11-07 11:15:00,361.739990234375,362.2799987792969,361.44000244140625,362.20001220703125,362.20001220703125,595137
2023-11-07 11:30:00,362.19000244140625,362.3800048828125,361.75,362.0950012207031,362.0950012207031,569123
2023-11-07 11:45:00,362.1099853515625,362.1449890136719,361.3299865722656,361.7349853515625,361.7349853515625,445206
2023-11-07 12:00:00,361.7300109863281,361.7598876953125,360.9599914550781,361.25,361.25,599033
2023-11-07 12:15:00,361.239990234375,361.5199890136719,360.760009765625,361.2049865722656,361.2049865722656,504986
2023-11-07 12:30:00,361.2200012207031,361.8905944824219,360.9100036621094,361.80999755859375,361.80999755859375,431653
2023-11-07 12:45:00,361.8299865722656,361.9700012207031,361.3699951171875,361.6300048828125,361.6300048828125,377494
2023-11-07 13:00:00,361.6199951171875,362.05999755859375,361.4700012207031,362.0199890136719,362.0199890136719,459982
2023-11-07 13:15:00,362.0299987792969,362.4599914550781,361.868896484375,362.0899963378906,362.0899963378906,443757
2023-11-07 13:30:00,362.1000061035156,362.3800048828125,361.9501037597656,362.1925048828125,362.1925048828125,413399
2023-11-07 13:45:00,362.2200012207031,362.3999938964844,362.0400085449219,362.25,362.25,390400
2023-11-07 14:00:00,362.239990234375,362.42999267578125,361.8399963378906,361.8900146484375,361.8900146484375,472219
2023-11-07 14:15:00,361.885009765625,362.25,361.8399963378906,362.1000061035156,362.1000061035156,357839
2023-11-07 14:30:00,362.1000061035156,362.3999938964844,361.7099914550781,361.90631103515625,361.90631103515625,454672
2023-11-07 14:45:00,361.8800048828125,362.0899963378906,361.3699951171875,361.4750061035156,361.4750061035156,356376
2023-11-07 15:00:00,361.4750061035156,361.6600036621094,360.8500061035156,361.1199951171875,361.1199951171875,524231
2023-11-07 15:15:00,361.1224060058594,361.54998779296875,360.7799987792969,361.32000732421875,361.32000732421875,664991
